Partner ISO,Commodity Code,Trade Value
ERI,16,412410
ERI,17,23128733
ERI,18,9030
ERI,19,13329412
ERI,20,1329201
ERI,21,2790340
ERI,22,454276
ERI,23,122532
ERI,24,4072
ERI,25,4853159
ERI,26,1394006
ERI,27,2035511
ERI,28,6807637
ERI,29,2278295
ERI,30,11060641
ERI,31,3091408
ERI,32,8674381
ERI,33,97939
ERI,34,989940
ERI,35,115011
ERI,36,742784
ERI,37,50662
ERI,38,3954397
ERI,39,10245379
ERI,40,13196548
ERI,42,10936
ERI,44,744297
ERI,45,818187
ERI,47,332332
ERI,48,3084315
ERI,49,843375
ERI,52,879424
ERI,53,110682
ERI,54,276892
ERI,55,35876
ERI,56,849180
ERI,57,4954
ERI,58,31173
ERI,59,586687
ERI,60,12106
ERI,61,1315736
ERI,62,1389185
ERI,63,2167255
ERI,64,129042
ERI,65,21936
ERI,66,184
ERI,67,585
ERI,68,1710119
ERI,69,3101828
ERI,70,1555431
ERI,71,106721
ERI,72,3627916
ERI,73,17560673
ERI,74,107425
ERI,75,8448
ERI,76,2210326
ERI,78,11174
ERI,79,5042
ERI,80,82
ERI,82,1737772
ERI,83,2398740
ERI,84,37723697
ERI,85,42877775
ERI,86,1016193
ERI,87,20776196
ERI,88,317727
ERI,89,2180
ERI,90,4597427
ERI,91,1640
ERI,92,108529
ERI,94,8535988
ERI,95,453484
ERI,96,2002381
ERI,97,167017
ERI,99,3039827
ESH,02,1674
ESH,08,898
ESH,16,66
ESH,19,31196
ESH,21,37761
ESH,27,1305316
ESH,29,27590
ESH,34,92
ESH,37,8302
ESH,38,4359
ESH,39,17901
ESH,40,47015
ESH,44,95710
ESH,48,14468
ESH,49,3078
ESH,61,4156
ESH,63,4991
ESH,70,9832
ESH,72,1040
ESH,73,3068
ESH,76,480
ESH,79,39456
ESH,83,8270
ESH,84,163375
ESH,85,125861
ESH,87,171943
ESH,90,24101
ESH,94,2557
ESH,99,38353
ESP,01,522284705
ESP,02,1456101372
ESP,03,6079460968
ESP,04,1899663906
ESP,05,170331991
ESP,06,311343668
ESP,07,1184712793
ESP,08,2719026443
ESP,09,1160817608
ESP,10,2111063211
ESP,11,175238787
ESP,12,2000278911
ESP,13,182955200
ESP,14,19988877
ESP,15,2014783732
ESP,16,1312451690
ESP,17,683323746
ESP,18,890256571
ESP,19,1407453815
ESP,20,1375124793
ESP,21,1293410622
ESP,22,2023747131
ESP,23,1803063965
ESP,24,1287387993
ESP,25,437223806
ESP,26,2608048208
ESP,27,21131743494
ESP,28,1709481246
ESP,29,8304076463
ESP,30,12919674391
ESP,31,831246140
ESP,32,1777735268
ESP,33,3395748580
ESP,34,1072273232
ESP,35,569614142
ESP,36,43937771
ESP,37,189792395
ESP,38,4106259163
ESP,39,11346612718
ESP,40,4009320070
ESP,41,610672808
ESP,42,1886070213
ESP,43,46230554
ESP,44,1470889810
ESP,45,154151866
ESP,46,72068668
ESP,47,832428369
ESP,48,3813240844
ESP,49,639285265
ESP,50,13972072
ESP,51,117538561
ESP,52,525816646
ESP,53,73569981
ESP,54,734116837
ESP,55,702578794
ESP,56,489908364
ESP,57,226878281
ESP,58,169855005
ESP,59,397379523
ESP,60,292389436
ESP,61,7074820799
ESP,62,8416122262
ESP,63,1493763547
ESP,64,3291416383
ESP,65,251188805
ESP,66,87305269
ESP,67,83841009
ESP,68,814136444
ESP,69,718083871
ESP,70,1733403105
ESP,71,1921796913
ESP,72,7002697771
ESP,73,4301154863
ESP,74,1314676232
ESP,75,260469172
ESP,76,3219487454
ESP,78,326447176
ESP,79,65579645
ESP,80,92826537
ESP,81,185745019
ESP,82,1102414882
ESP,83,1512466833
ESP,84,33010185662
ESP,85,24035368058
ESP,86,300775045
ESP,87,35797354172
ESP,88,5042526277
ESP,89,506704240
ESP,90,8258727052
ESP,91,1069587919
ESP,92,99723944
ESP,94,4558794045
ESP,95,2182399982
ESP,96,965900349
ESP,97,240224496
ESP,99,1296907043
EST,01,15447777
EST,02,144623634
EST,03,155904676
EST,04,88387528
EST,05,7821149
EST,06,30827464
EST,07,74319626
EST,08,159190424
EST,09,71027331
EST,10,15084092
EST,11,16328868
EST,12,23748934
EST,13,3601277
EST,14,327447
EST,15,41735145
EST,16,65628273
EST,17,89859341
EST,18,216802441
EST,19,96356972
EST,20,70587901
EST,21,125026414
EST,22,285871945
EST,23,79158468
EST,24,38579840
EST,25,38484346
EST,26,17004470
EST,27,1697160057
EST,28,87587278
EST,29,112410033
EST,30,436314623
EST,31,299316779
EST,32,124769566
EST,33,152375535
EST,34,78470739
EST,35,25091328
EST,36,8321136
EST,37,11274145
EST,38,158213511
EST,39,742793632
EST,40,154536154
EST,41,16288965
EST,42,51243651
EST,43,14375664
EST,44,539368395
EST,45,952571
EST,46,1794133
EST,47,30070076
EST,48,236622434
EST,49,25606941
EST,50,447093
EST,51,9817745
EST,52,37602902
EST,53,6173879
EST,54,59866961
EST,55,64248240
EST,56,27918427
EST,57,13422156
EST,58,27893512
EST,59,35297992
EST,60,32862466
EST,61,234308272
EST,62,222095314
EST,63,77173786
EST,64,124073647
EST,65,10370067
EST,66,1746270
EST,67,3821511
EST,68,98587363
EST,69,67833660
EST,70,97539201
EST,71,140620700
EST,72,429738718
EST,73,368314924
EST,74,72017398
EST,75,2924042
EST,76,166536619
EST,78,5061799
EST,79,5427575
EST,80,469346
EST,81,32431742
EST,82,87381732
EST,83,96796370
EST,84,1554528851
EST,85,2693291812
EST,86,29357021
EST,87,1631484692
EST,88,27180745
EST,89,79122164
EST,90,315876955
EST,91,39871419
EST,92,4869165
EST,94,277246311
EST,95,124159192
EST,96,62260571
EST,97,3152121
EST,99,577967289
ETH,01,7228037
ETH,02,2027051
ETH,03,916757
ETH,04,7025680
ETH,05,43593
ETH,06,2056025
ETH,07,37925908
ETH,08,2475942
ETH,09,5221811
ETH,10,242425875
ETH,11,36196743
ETH,12,9866973
ETH,13,10663884
ETH,14,40091
ETH,15,138768539
ETH,16,1954761
ETH,17,6312066
ETH,18,3887099
ETH,19,68503439
ETH,20,9842178
ETH,21,34398640
ETH,22,17294683
ETH,23,2010226
ETH,24,12729173
ETH,25,7450149
ETH,26,133616
ETH,27,102497441
ETH,28,16177681
ETH,29,56978100
ETH,30,444495344
ETH,31,149811037
ETH,32,51079349
ETH,33,70790145
ETH,34,36496994
ETH,35,15053002
ETH,36,11049242
ETH,37,5567693
ETH,38,134157387
ETH,39,329318513
ETH,40,140169891
ETH,41,7672049
ETH,42,8420676
ETH,43,84602
ETH,44,37751780
ETH,45,499641
ETH,46,106296
ETH,47,917035
ETH,48,95115805
ETH,49,58837844
ETH,50,23314
ETH,51,282242
ETH,52,12588451
ETH,53,445768
ETH,54,66168222
ETH,55,29242735
ETH,56,4942578
ETH,57,3114584
ETH,58,8319080
ETH,59,11315319
ETH,60,33658515
ETH,61,260431005
ETH,62,328817332
ETH,63,25422859
ETH,64,27543923
ETH,65,1744297
ETH,66,10919616
ETH,67,11476238
ETH,68,32727415
ETH,69,41367771
ETH,70,27578936
ETH,71,92493268
ETH,72,367997817
ETH,73,508252429
ETH,74,43105584
ETH,75,950367
ETH,76,144267152
ETH,78,41277
ETH,79,14124845
ETH,80,930899
ETH,81,219755
ETH,82,26625512
ETH,83,29142624
ETH,84,1490940178
ETH,85,1107879400
ETH,86,45553091
ETH,87,671124183
ETH,88,779906512
ETH,89,628897
ETH,90,167949031
ETH,91,5708240
ETH,92,463024
ETH,94,88899751
ETH,95,4129783
ETH,96,27431705
ETH,97,204513
ETH,99,370625777
FIN,01,12173087
FIN,02,200968829
FIN,03,325298271
FIN,04,366970290
FIN,05,29056619
FIN,06,147683831
FIN,07,246574483
FIN,08,443406150
FIN,09,273532489
FIN,10,38214027
FIN,11,35634489
FIN,12,97996110
FIN,13,14551547
FIN,14,1299881
FIN,15,413977857
FIN,16,229066400
FIN,17,157011342
FIN,18,185224298
FIN,19,411509463
FIN,20,289652304
FIN,21,392308213
FIN,22,511669046
FIN,23,356152370
FIN,24,102920059
FIN,25,267189882
FIN,26,1220771532
FIN,27,6747340175
FIN,28,412551848
FIN,29,1152716859
FIN,30,2014994852
FIN,31,174782467
FIN,32,336328611
FIN,33,345561947
FIN,34,281196239
FIN,35,195595961
FIN,36,28822449
FIN,37,45663321
FIN,38,795234069
FIN,39,2287416628
FIN,40,800452761
FIN,41,21684350
FIN,42,194728796
FIN,43,160987357
FIN,44,826853276
FIN,45,6317155
FIN,46,7958388
FIN,47,242426874
FIN,48,584509048
FIN,49,213440366
FIN,50,944177
FIN,51,21105301
FIN,52,28320984
FIN,53,4631476
FIN,54,102780370
FIN,55,86027818
FIN,56,102965148
FIN,57,74636371
FIN,58,23969431
FIN,59,109638862
FIN,60,57975071
FIN,61,873422474
FIN,62,831652347
FIN,63,215158177
FIN,64,392150282
FIN,65,60151810
FIN,66,13797209
FIN,67,7535511
FIN,68,186940833
FIN,69,171649379
FIN,70,293983737
FIN,71,109344029
FIN,72,1746552211
FIN,73,1880202105
FIN,74,371538859
FIN,75,382432343
FIN,76,548872525
FIN,78,19086584
FIN,79,7437371
FIN,80,3546968
FIN,81,59576831
FIN,82,312100687
FIN,83,251037726
FIN,84,7967796337
FIN,85,6434093201
FIN,86,399597215
FIN,87,5232202480
FIN,88,856857657
FIN,89,186823987
FIN,90,1782385773
FIN,91,117935338
FIN,92,23387252
FIN,94,1225833479
FIN,95,388729181
FIN,96,201936975
FIN,97,18214389
FIN,99,1561603767
FJI,01,1419327
FJI,02,32972136
FJI,03,44231549
FJI,04,37063783
FJI,05,350618
FJI,06,45566
FJI,07,32025620
FJI,08,8066730
FJI,09,5850343
FJI,10,46388448
FJI,11,3775202
FJI,12,7368271
FJI,13,225277
FJI,14,83694
FJI,15,23968772
FJI,16,16096150
FJI,17,8459801
FJI,18,2835474
FJI,19,12606389
FJI,20,11062153
FJI,21,23257877
FJI,22,18487573
FJI,23,8669623
FJI,24,1396763
FJI,25,8261439
FJI,26,149360
FJI,27,337118867
FJI,28,5772219
FJI,29,4272229
FJI,30,24900660
FJI,31,5484899
FJI,32,11537187
FJI,33,27297514
FJI,34,12499761
FJI,35,4668950
FJI,36,2659087
FJI,37,4504751
FJI,38,12309005
FJI,39,93029777
FJI,40,20273615
FJI,41,969197
FJI,42,5121474
FJI,43,19597
FJI,44,19797645
FJI,45,154133
FJI,46,86008
FJI,47,90375
FJI,48,35678143
FJI,49,29159380
FJI,50,816163
FJI,51,6139487
FJI,52,12867677
FJI,53,151043
FJI,54,9509382
FJI,55,15179090
FJI,56,3819302
FJI,57,2251656
FJI,58,1848242
FJI,59,2672095
FJI,60,5150939
FJI,61,9730619
FJI,62,14727949
FJI,63,14829103
FJI,64,10341531
FJI,65,773587
FJI,66,1349127
FJI,67,751523
FJI,68,6655554
FJI,69,10700855
FJI,70,9252839
FJI,71,12365911
FJI,72,42633823
FJI,73,52178493
FJI,74,6821544
FJI,75,20969
FJI,76,15169822
FJI,78,330750
FJI,79,463030
FJI,80,234657
FJI,81,269153
FJI,82,8952478
FJI,83,6842485
FJI,84,215577859
FJI,85,143458966
FJI,86,625070
FJI,87,192198020
FJI,88,22810757
FJI,89,8740084
FJI,90,21511767
FJI,91,4637202
FJI,92,761361
FJI,94,30363959
FJI,95,7975888
FJI,96,13204026
FJI,97,120629
FJI,99,42408349
FLK,02,935935
FLK,03,542174
FLK,04,576924
FLK,05,25320
FLK,07,363419
FLK,08,25803
FLK,09,62985
FLK,10,13529
FLK,11,55370
FLK,12,6067
FLK,13,207
FLK,15,113403
FLK,16,412544
FLK,17,58281
FLK,18,311031
FLK,19,3432189
FLK,20,479301
FLK,21,1372262
FLK,22,1924784
FLK,23,141664
FLK,24,400370
FLK,25,397800
FLK,26,16355
FLK,27,17782776
FLK,28,46889
FLK,29,2912
FLK,30,1394212
FLK,32,565091
FLK,33,267662
FLK,34,180240
FLK,35,36774
FLK,37,550
FLK,38,127558
FLK,39,3635413
FLK,40,543495
FLK,42,22860
FLK,43,1101
FLK,44,1997951
FLK,45,6830
FLK,46,51091
FLK,48,291416
FLK,49,196814
FLK,51,4923
FLK,52,47261
FLK,53,2139
FLK,55,1888
FLK,56,249119
FLK,57,172490
FLK,58,25988
FLK,59,5072
FLK,60,6541
FLK,61,293741
FLK,62,212097
FLK,63,170417
FLK,64,88785
FLK,65,47222
FLK,67,2915
FLK,68,793644
FLK,69,785963
FLK,70,155077
FLK,71,44053
FLK,72,452392
FLK,73,4767694
FLK,74,218550
FLK,76,425510
FLK,79,1706
FLK,80,5119
FLK,82,1927707
FLK,83,186948
FLK,84,11531377
FLK,85,5163815
FLK,86,158899
FLK,87,7714167
FLK,88,3116687
FLK,89,62731
FLK,90,1383365
FLK,91,106344
FLK,92,1458
FLK,94,3029460
FLK,95,213457
FLK,96,126200
FLK,97,4146
FLK,99,3483091
FRA,01,265490781
FRA,02,4842826321
FRA,03,5517195037
FRA,04,3513810863
FRA,05,379578108
FRA,06,1719332820
FRA,07,3157187609
FRA,08,4785442776
FRA,09,2369347227
FRA,10,1039210619
FRA,11,536925516
FRA,12,1643025381
FRA,13,268210499
FRA,14,17071256
FRA,15,1948416522
FRA,16,2047045086
FRA,17,900746199
FRA,18,2766543616
FRA,19,3673133727
FRA,20,3929229304
FRA,21,2539803873
FRA,22,4194883337
FRA,23,2735632384
FRA,24,1437221892
FRA,25,1170024824
FRA,26,1455749166
FRA,27,30836025505
FRA,28,3739203900
FRA,29,12884775911
FRA,30,20710405679
FRA,31,1700415940
FRA,32,3190967160
FRA,33,4664807015
FRA,34,2638170895
FRA,35,931060731
FRA,36,131417113
FRA,37,611553467
FRA,38,8496979669
FRA,39,22151645346
FRA,40,6420875532
FRA,41,665125976
FRA,42,3664523478
FRA,43,135595228
FRA,44,4045952409
FRA,45,298457558
FRA,46,86939477
FRA,47,1013493753
FRA,48,7977212560
FRA,49,2446586587
FRA,50,94989133
FRA,51,170947196
FRA,52,503832580
FRA,53,91471647
FRA,54,859820666
FRA,55,643331606
FRA,56,843464664
FRA,57,502454736
FRA,58,254941073
FRA,59,576883195
FRA,60,405324088
FRA,61,9736290897
FRA,62,10770570664
FRA,63,2492147804
FRA,64,6728709938
FRA,65,518813452
FRA,66,145438901
FRA,67,160250634
FRA,68,2127334318
FRA,69,2241043722
FRA,70,3339470006
FRA,71,11922093138
FRA,72,9888345001
FRA,73,11305613906
FRA,74,3296298555
FRA,75,486544973
FRA,76,6590379681
FRA,78,126911086
FRA,79,465697225
FRA,80,108334947
FRA,81,923978962
FRA,82,2324178841
FRA,83,2686473765
FRA,84,62570681458
FRA,85,49137056536
FRA,86,1074529013
FRA,87,60992040133
FRA,88,37999648316
FRA,89,1415775552
FRA,90,17646119313
FRA,91,2076922321
FRA,92,254282414
FRA,94,12136019340
FRA,95,4396570961
FRA,96,2175001781
FRA,97,1658695494
FRA,99,5376818948
FRO,01,47899
FRO,02,13277681
FRO,03,26847029
FRO,04,7822779
FRO,05,1259538
FRO,06,1645229
FRO,07,4509069
FRO,08,5738925
FRO,09,3519869
FRO,10,2506934
FRO,11,1730092
FRO,12,1243766
FRO,13,29955
FRO,14,1743
FRO,15,13591685
FRO,16,8148545
FRO,17,2789732
FRO,18,4466333
FRO,19,9706910
FRO,20,5188469
FRO,21,8965912
FRO,22,8313910
FRO,23,40577504
FRO,24,4431822
FRO,25,2682034
FRO,26,1410
FRO,27,48965787
FRO,28,4447563
FRO,29,2220711
FRO,30,24094189
FRO,31,244423
FRO,32,7407574
FRO,33,4844596
FRO,34,5313039
FRO,35,398848
FRO,36,510315
FRO,37,327435
FRO,38,9484375
FRO,39,26836994
FRO,40,5369402
FRO,41,32914
FRO,42,1110836
FRO,43,85299
FRO,44,16126903
FRO,45,55491
FRO,46,62484
FRO,47,17970
FRO,48,15678217
FRO,49,5213924
FRO,50,12373
FRO,51,432873
FRO,52,120621
FRO,53,634
FRO,54,127502
FRO,55,36966
FRO,56,11161649
FRO,57,346357
FRO,58,48546
FRO,59,1136759
FRO,60,108928
FRO,61,8310527
FRO,62,7820609
FRO,63,2129440
FRO,64,3914587
FRO,65,249480
FRO,66,15506
FRO,67,51454
FRO,68,7032524
FRO,69,2000596
FRO,70,3542085
FRO,71,512067
FRO,72,3438787
FRO,73,35082207
FRO,74,1171779
FRO,75,14168
FRO,76,7568333
FRO,78,25632
FRO,79,231507
FRO,80,10512
FRO,81,15652
FRO,82,4853795
FRO,83,2574469
FRO,84,106052882
FRO,85,47016606
FRO,86,727115
FRO,87,64839525
FRO,88,74335644
FRO,89,101951758
FRO,90,12607563
FRO,91,212164
FRO,92,429101
FRO,94,25957117
FRO,95,5764067
FRO,96,2737556
FRO,97,782565
FRO,99,13918701
FSM,02,5018455
FSM,03,1233047
FSM,04,739051
FSM,07,10547
FSM,08,76505
FSM,09,12204
FSM,10,3190080
FSM,11,789338
FSM,12,6557
FSM,13,3506
FSM,14,7975
FSM,15,345082
FSM,16,5436784
FSM,17,1253015
FSM,18,163396
FSM,19,3937079
FSM,20,842284
FSM,21,4909832
FSM,22,3490854
FSM,23,907770
FSM,24,842758
FSM,25,3733919
FSM,27,46213873
FSM,28,129480
FSM,29,203883
FSM,30,279990
FSM,31,9557
FSM,32,658446
FSM,33,456740
FSM,34,993812
FSM,35,2195
FSM,36,21
FSM,37,6062
FSM,38,396835
FSM,39,2502287
FSM,40,966452
FSM,42,62904
FSM,44,3443565
FSM,46,5103
FSM,48,559003
FSM,49,1765638
FSM,50,37165
FSM,52,145773
FSM,53,2769
FSM,54,429658
FSM,55,30532
FSM,56,8162151
FSM,57,9865
FSM,58,10288
FSM,59,10888
FSM,61,204718
FSM,62,268851
FSM,63,411885
FSM,64,616680
FSM,65,59631
FSM,66,6070
FSM,67,2299
FSM,68,359584
FSM,69,250109
FSM,70,185389
FSM,71,74077
FSM,72,1635850
FSM,73,3194245
FSM,74,44852
FSM,75,3721
FSM,76,414321
FSM,79,3902
FSM,80,56285
FSM,81,3282
FSM,82,260450
FSM,83,271133
FSM,84,13992227
FSM,85,8660795
FSM,86,114544
FSM,87,5915350
FSM,88,263002
FSM,89,24577342
FSM,90,1396241
FSM,91,361
FSM,92,2985
FSM,94,2400799
FSM,95,645378
FSM,96,498748
FSM,97,123
FSM,99,7291879
GAB,01,343570
GAB,02,111570405
GAB,03,27676935
GAB,04,32568281
GAB,05,1374366
GAB,06,478313
GAB,07,5669327
GAB,08,7212805
GAB,09,2235264
GAB,10,63047109
GAB,11,13131284
GAB,12,5239779
GAB,13,1873456
GAB,14,66055
GAB,15,23381324
GAB,16,34239143
GAB,17,8157222
GAB,18,1967536
GAB,19,42736614
GAB,20,23938618
GAB,21,31562234
GAB,22,36170778
GAB,23,3753476
GAB,24,11229058
GAB,25,23161422
GAB,26,324229
GAB,27,28199356
GAB,28,5055791
GAB,29,4682778
GAB,30,58123075
GAB,31,8751466
GAB,32,12070417
GAB,33,31276643
GAB,34,21711478
GAB,35,3694630
GAB,36,1662739
GAB,37,834324
GAB,38,25948635
GAB,39,63984445
GAB,40,25763058
GAB,41,4920
GAB,42,11039351
GAB,43,4744
GAB,44,1878330
GAB,45,40127
GAB,46,99974
GAB,47,32220
GAB,48,22202338
GAB,49,9645451
GAB,50,24646
GAB,51,223382
GAB,52,8839918
GAB,53,81779
GAB,54,1917691
GAB,55,1178634
GAB,56,1625574
GAB,57,1253629
GAB,58,584774
GAB,59,785832
GAB,60,445270
GAB,61,10559330
GAB,62,17681306
GAB,63,29203866
GAB,64,15623806
GAB,65,938242
GAB,66,911570
GAB,67,1126896
GAB,68,6353979
GAB,69,29154452
GAB,70,9816369
GAB,71,1202027
GAB,72,25324332
GAB,73,65168368
GAB,74,2536049
GAB,75,38333
GAB,76,25241149
GAB,78,13664
GAB,79,243709
GAB,80,34671
GAB,81,29979
GAB,82,10886155
GAB,83,12916387
GAB,84,329132094
GAB,85,186398917
GAB,86,10495931
GAB,87,120197973
GAB,88,9854068
GAB,89,14541328
GAB,90,32449504
GAB,91,1847540
GAB,92,247121
GAB,94,43529696
GAB,95,6899693
GAB,96,15697184
GAB,97,96010
GAB,99,19092499
GBR,01,616835201
GBR,02,5807708611
GBR,03,2843911725
GBR,04,3525397327
GBR,05,192153641
GBR,06,1596735622
GBR,07,3548530850
GBR,08,5266889571
GBR,09,1332112561
GBR,10,899400399
GBR,11,393978475
GBR,12,952947760
GBR,13,198876243
GBR,14,16677792
GBR,15,1454540248
GBR,16,3959547152
GBR,17,1367717399
GBR,18,2641239855
GBR,19,4147151320
GBR,20,3670466829
GBR,21,3575780092
GBR,22,7761223639
GBR,23,2396421768
GBR,24,575016659
GBR,25,820837198
GBR,26,764503540
GBR,27,35329892257
GBR,28,2386713040
GBR,29,7794776069
GBR,30,32516276070
GBR,31,798869901
GBR,32,2406949478
GBR,33,6567707587
GBR,34,2455132924
GBR,35,789135430
GBR,36,105049573
GBR,37,642372639
GBR,38,5083421184
GBR,39,17749027741
GBR,40,5090097707
GBR,41,272489859
GBR,42,3643903129
GBR,43,102384931
GBR,44,6368258596
GBR,45,39845625
GBR,46,123884821
GBR,47,451499825
GBR,48,7325405560
GBR,49,2423022113
GBR,50,49498341
GBR,51,408790841
GBR,52,389128184
GBR,53,104420374
GBR,54,840155821
GBR,55,575412627
GBR,56,779748184
GBR,57,1251858830
GBR,58,352413528
GBR,59,459753490
GBR,60,343779637
GBR,61,13444693125
GBR,62,12195739042
GBR,63,2740714186
GBR,64,7237440051
GBR,65,435911950
GBR,66,120858021
GBR,67,252348337
GBR,68,2036274434
GBR,69,1942078180
GBR,70,2374975486
GBR,71,67635015654
GBR,72,4783825266
GBR,73,9758000506
GBR,74,2232059803
GBR,75,1190306420
GBR,76,5428790121
GBR,78,452988765
GBR,79,272134487
GBR,80,124642080
GBR,81,887317131
GBR,82,1924466209
GBR,83,2653855827
GBR,84,63912599201
GBR,85,51321954669
GBR,86,2504964651
GBR,87,82566736624
GBR,88,20325304653
GBR,89,3625967445
GBR,90,16785072612
GBR,91,2359536180
GBR,92,313537399
GBR,94,11176337796
GBR,95,4869283343
GBR,96,2001665536
GBR,97,4161227805
GBR,99,9161359370
GEO,01,6059216
GEO,02,111589613
GEO,03,30689493
GEO,04,52898205
GEO,05,4930529
GEO,06,9816289
GEO,07,45247910
GEO,08,66743351
GEO,09,38664741
GEO,10,108245394
GEO,11,21091793
GEO,12,8098658
GEO,13,1138638
GEO,14,77483
GEO,15,91868985
GEO,16,21563510
GEO,17,197428358
GEO,18,43090291
GEO,19,50290894
GEO,20,24189956
GEO,21,53825370
GEO,22,92879453
GEO,23,34255026
GEO,24,79526060
GEO,25,39289191
GEO,26,163220524
GEO,27,886595195
GEO,28,69587684
GEO,29,17326768
GEO,30,352344886
GEO,31,14023591
GEO,32,46119347
GEO,33,82897710
GEO,34,59919669
GEO,35,11233336
GEO,36,5858371
GEO,37,3087625
GEO,38,58386297
GEO,39,251337780
GEO,40,80973181
GEO,41,1964234
GEO,42,13986092
GEO,43,588241
GEO,44,97054757
GEO,45,6135980
GEO,46,130981
GEO,47,159633
GEO,48,89552300
GEO,49,16065332
GEO,50,135140
GEO,51,858444
GEO,52,10391141
GEO,53,522493
GEO,54,23449092
GEO,55,6057376
GEO,56,8069347
GEO,57,9781230
GEO,58,5811900
GEO,59,5490148
GEO,60,13499661
GEO,61,84907078
GEO,62,62916288
GEO,63,38613637
GEO,64,48469767
GEO,65,2012413
GEO,66,2035556
GEO,67,838148
GEO,68,37144572
GEO,69,63383454
GEO,70,52293562
GEO,71,13553326
GEO,72,138100540
GEO,73,261488225
GEO,74,9068134
GEO,75,239336
GEO,76,52701772
GEO,78,35700
GEO,79,475552
GEO,80,171901
GEO,81,258160
GEO,82,26740384
GEO,83,35552316
GEO,84,795741928
GEO,85,469029564
GEO,86,22152577
GEO,87,563456948
GEO,88,7905720
GEO,89,9843907
GEO,90,170133723
GEO,91,12457250
GEO,92,848898
GEO,94,137108708
GEO,95,58604729
GEO,96,60974286
GEO,97,3072660
GEO,99,49474963
GHA,01,6911252
GHA,02,152592262
GHA,03,122980040
GHA,04,71119602
GHA,05,7332439
GHA,06,895894
GHA,07,12808902
GHA,08,25652572
GHA,09,91579286
GHA,10,287013314
GHA,11,26467580
GHA,12,23250650
GHA,13,3218658
GHA,14,31206
GHA,15,220654857
GHA,16,79383476
GHA,17,123049229
GHA,18,7865164
GHA,19,109775254
GHA,20,73350265
GHA,21,89763779
GHA,22,152320197
GHA,23,40826300
GHA,24,13786147
GHA,25,161904570
GHA,26,450211
GHA,27,1010978634
GHA,28,83589102
GHA,29,77961596
GHA,30,321882859
GHA,31,90319609
GHA,32,71571573
GHA,33,111308374
GHA,34,95744166
GHA,35,29055747
GHA,36,19567258
GHA,37,4532072
GHA,38,215479513
GHA,39,642944521
GHA,40,177939432
GHA,41,6598065
GHA,42,104862687
GHA,43,36013
GHA,44,27562215
GHA,45,61439
GHA,46,463942
GHA,47,575796
GHA,48,157711369
GHA,49,76271275
GHA,50,68291
GHA,51,677085
GHA,52,111718987
GHA,53,637244
GHA,54,61519469
GHA,55,80551943
GHA,56,49900587
GHA,57,8139887
GHA,58,10061296
GHA,59,20677630
GHA,60,10396094
GHA,61,168033456
GHA,62,173197208
GHA,63,289262487
GHA,64,240739380
GHA,65,8432404
GHA,66,5611152
GHA,67,51107781
GHA,68,44186709
GHA,69,185681295
GHA,70,69374370
GHA,71,24671687
GHA,72,350437941
GHA,73,533857699
GHA,74,17954416
GHA,75,2601572
GHA,76,151231566
GHA,78,206098
GHA,79,1194529
GHA,80,833191
GHA,81,2459214
GHA,82,71582209
GHA,83,134194466
GHA,84,1558702739
GHA,85,1362094916
GHA,86,19156506
GHA,87,1116911247
GHA,88,108121951
GHA,89,40312505
GHA,90,318612619
GHA,91,6036158
GHA,92,4725525
GHA,94,251273520
GHA,95,22544096
GHA,96,151421247
GHA,97,3924505
GHA,99,72334832
GIB,01,2021
GIB,02,9427959
GIB,03,4474760
GIB,04,7050659
GIB,05,2668
GIB,06,528470
GIB,07,6952020
GIB,08,2955778
GIB,09,1478899
GIB,10,217063
GIB,11,15347220
GIB,12,481639
GIB,13,331850
GIB,14,3646
GIB,15,1504671
GIB,16,3842218
GIB,17,1664139
GIB,18,2360158
GIB,19,7857423
GIB,20,3166756
GIB,21,19936274
GIB,22,20311126
GIB,23,1030166
GIB,24,41049040
GIB,25,5264736
GIB,26,88069
GIB,27,7039942628
GIB,28,1388445
GIB,29,2412598
GIB,30,14391032
GIB,31,12583
GIB,32,5558698
GIB,33,21217326
GIB,34,4328287
GIB,35,389965
GIB,36,94468
GIB,37,134270
GIB,38,27812928
GIB,39,9087028
GIB,40,2316069
GIB,41,28697
GIB,42,1293832
GIB,43,612
GIB,44,5116962
GIB,45,67801
GIB,46,18601
GIB,47,52298
GIB,48,4287816
GIB,49,3380997
GIB,50,2480
GIB,51,1888
GIB,52,27473
GIB,53,61824
GIB,54,149718
GIB,55,432358
GIB,56,746927
GIB,57,681205
GIB,58,55991
GIB,59,217013
GIB,60,42095
GIB,61,7178216
GIB,62,5062419
GIB,63,3581320
GIB,64,3216306
GIB,65,480596
GIB,66,152456
GIB,67,30924
GIB,68,5451037
GIB,69,3822591
GIB,70,2558145
GIB,71,7696045
GIB,72,1190596
GIB,73,21671792
GIB,74,734007
GIB,75,2538
GIB,76,5891533
GIB,78,15398
GIB,79,53657
GIB,80,940
GIB,81,8350
GIB,82,2346649
GIB,83,2048680
GIB,84,91173567
GIB,85,43232530
GIB,86,129490
GIB,87,263499433
GIB,88,52852
GIB,89,338620865
GIB,90,12064256
GIB,91,11164096
GIB,92,143000
GIB,94,19598152
GIB,95,5772829
GIB,96,2297702
GIB,97,10257835
GIB,99,504652242
GIN,01,12618350
GIN,02,27400479
