Partner,Partner ISO,Commodity Code,Trade Value
Qatar,QAT,16,204422
Romania,ROU,16,103495
Rwanda,RWA,16,2619
Saint Helena,SHN,16,136792
Saint Kitts and Nevis,KNA,16,12651
Saint Lucia,LCA,16,7975
Saint Vincent and the Grenadines,VCT,16,5795
Saudi Arabia,SAU,16,98622
Senegal,SEN,16,10607
Seychelles,SYC,16,2329
Sierra Leone,SLE,16,10265
India,IND,16,266995
Singapore,SGP,16,1216395
Slovakia,SVK,16,420732
Viet Nam,VNM,16,1762007
Slovenia,SVN,16,6752
South Africa,ZAF,16,313595
Spain,ESP,16,31466134
South Sudan,SSD,16,6065
Sweden,SWE,16,3766587
Switzerland,CHE,16,1001639
Thailand,THA,16,692184
Trinidad and Tobago,TTO,16,13637
United Arab Emirates,ARE,16,2294615
Tunisia,TUN,16,18428
Turkey,TUR,16,84928
Uganda,UGA,16,7023
Ukraine,UKR,16,159796
Egypt,EGY,16,4723
United Rep. of Tanzania,TZA,16,83236
USA,USA,16,3706705
Uruguay,URY,16,1130
Albania,ALB,17,2257
Andorra,AND,17,32434
Angola,AGO,17,2411
Antigua and Barbuda,ATG,17,17456
Azerbaijan,AZE,17,10607
Australia,AUS,17,8256424
Austria,AUT,17,3814338
Bahamas,BHS,17,347248
Bahrain,BHR,17,578877
Bangladesh,BGD,17,20765
Armenia,ARM,17,3816
Barbados,BRB,17,2272768
Belgium,BEL,17,17751718
Bermuda,BMU,17,223301
Bolivia (Plurinational State of),BOL,17,14629
Bosnia Herzegovina,BIH,17,3162
Brazil,BRA,17,31783
Belize,BLZ,17,38331
Br. Virgin Isds,VGB,17,61942
Brunei Darussalam,BRN,17,27242
Bulgaria,BGR,17,371174
Myanmar,MMR,17,105389
Cameroon,CMR,17,51713
Canada,CAN,17,21617609
Cabo Verde,CPV,17,97667
Cayman Isds,CYM,17,81996
Sri Lanka,LKA,17,21354
Chile,CHL,17,96419
China,CHN,17,1217913
Colombia,COL,17,49138
Congo,COG,17,2415
Costa Rica,CRI,17,11278
Croatia,HRV,17,184969
Cyprus,CYP,17,1734576
Czechia,CZE,17,3893578
Denmark,DNK,17,10603778
Dominica,DMA,17,12975
Dominican Rep.,DOM,17,22078
Ecuador,ECU,17,88573
Ethiopia,ETH,17,35475
Estonia,EST,17,579420
Faeroe Isds,FRO,17,220361
Falkland Isds (Malvinas),FLK,17,58281
Fiji,FJI,17,1293
Finland,FIN,17,1931525
France,FRA,17,29972470
Georgia,GEO,17,5435
Gambia,GMB,17,22862
State of Palestine,PSE,17,101779
Germany,DEU,17,40948916
Ghana,GHA,17,427379
Gibraltar,GIB,17,1243686
Greece,GRC,17,1717545
Grenada,GRD,17,64340
Guinea,GIN,17,1473
Guyana,GUY,17,29930
"China, Hong Kong SAR",HKG,17,4921010
Hungary,HUN,17,3647684
Iceland,ISL,17,1264470
Indonesia,IDN,17,87407
Iran,IRN,17,1484
Iraq,IRQ,17,100732
Ireland,IRL,17,131851982
Israel,ISR,17,5608911
Italy,ITA,17,47028026
Jamaica,JAM,17,332107
Japan,JPN,17,458812
Kazakhstan,KAZ,17,12206
Jordan,JOR,17,248566
Kenya,KEN,17,698496
Rep. of Korea,KOR,17,1561880
Kuwait,KWT,17,2291785
Lebanon,LBN,17,1100571
Latvia,LVA,17,279887
Libya,LBY,17,184995
Lithuania,LTU,17,4340751
Luxembourg,LUX,17,332524
Malawi,MWI,17,2530
Malaysia,MYS,17,1437614
Maldives,MDV,17,40734
Mali,MLI,17,1557
Malta,MLT,17,3304729
Mauritania,MRT,17,2337
Mauritius,MUS,17,54625
Mexico,MEX,17,3268
Montserrat,MSR,17,5591
Morocco,MAR,17,30895
Oman,OMN,17,339115
Nepal,NPL,17,18708
Netherlands,NLD,17,33095603
Curaçao,CUW,17,1860
Aruba,ABW,17,1228
Bonaire,BES,17,4706
New Zealand,NZL,17,1647030
Nigeria,NGA,17,296906
Norway,NOR,17,12772361
Pakistan,PAK,17,535700
Panama,PAN,17,7204
Philippines,PHL,17,881432
Poland,POL,17,7806200
Portugal,PRT,17,8341778
Qatar,QAT,17,535993
Romania,ROU,17,1174835
Russian Federation,RUS,17,2840056
Saint Helena,SHN,17,13364
Saint Kitts and Nevis,KNA,17,10113
Saint Lucia,LCA,17,1351302
Saint Vincent and the Grenadines,VCT,17,45473
Saudi Arabia,SAU,17,1491007
Serbia,SRB,17,34937
Seychelles,SYC,17,42646
Sierra Leone,SLE,17,44727
India,IND,17,910109
Singapore,SGP,17,2802158
Slovakia,SVK,17,839293
Viet Nam,VNM,17,16297
Slovenia,SVN,17,934772
South Africa,ZAF,17,1925563
Zimbabwe,ZWE,17,12775
Spain,ESP,17,14560123
Sudan,SDN,17,21334
Sweden,SWE,17,8877280
Switzerland,CHE,17,4136977
Thailand,THA,17,1004912
Trinidad and Tobago,TTO,17,382607
United Arab Emirates,ARE,17,4365804
Tunisia,TUN,17,16683
Turkey,TUR,17,2832025
Uganda,UGA,17,12352
Ukraine,UKR,17,90049
Egypt,EGY,17,767271
United Rep. of Tanzania,TZA,17,18250
USA,USA,17,12292738
Uruguay,URY,17,22730
Uzbekistan,UZB,17,7518
Yemen,YEM,17,1097959
Zambia,ZMB,17,7198
Afghanistan,AFG,18,223810
Albania,ALB,18,8980
Antarctica,ATA,18,166870
Algeria,DZA,18,80516
Antigua and Barbuda,ATG,18,89923
Azerbaijan,AZE,18,71515
Argentina,ARG,18,1080697
Australia,AUS,18,24700544
Austria,AUT,18,2852103
Bahamas,BHS,18,415901
Bahrain,BHR,18,1573614
Bangladesh,BGD,18,21081
Armenia,ARM,18,5841
Barbados,BRB,18,547824
Belgium,BEL,18,28937089
Bermuda,BMU,18,445635
Bolivia (Plurinational State of),BOL,18,94240
Bosnia Herzegovina,BIH,18,6949
Brazil,BRA,18,1756459
Belize,BLZ,18,64403
Br. Virgin Isds,VGB,18,70337
Brunei Darussalam,BRN,18,94033
Bulgaria,BGR,18,2193124
Canada,CAN,18,32591003
Cayman Isds,CYM,18,194971
Sri Lanka,LKA,18,128715
Chile,CHL,18,1405488
China,CHN,18,3088454
Colombia,COL,18,224624
Congo,COG,18,1162
Costa Rica,CRI,18,45038
Croatia,HRV,18,1605946
Cyprus,CYP,18,6169503
Czechia,CZE,18,7860445
Denmark,DNK,18,10568081
Dominica,DMA,18,29833
Dominican Rep.,DOM,18,79491
